New York,249.34023
Utah,248.66832
West Virginia,248.31392
Idaho,248.19106
Illinois,248.09589
New Hampshire,247.973
South Dakota,247.76279
Massachusetts,247.70526
Alabama,247.62572
Oklahoma,247.59288
